year,link_id,sample_idx,s_m,lon,lat,B_m,C_1m
2015,0,0,0.00,115.694699,35.795484,478.42,-0.00000000
2015,0,1,68.01,115.694025,35.795349,956.83,-0.00000000
2015,0,2,136.01,115.693352,35.795214,1031.59,-0.00000000
2015,1,0,0.00,115.693352,35.795214,358.81,-0.00313277
2015,1,1,64.14,115.693352,35.795792,358.81,-0.00322602
2015,1,2,128.27,115.693621,35.796292,284.06,-0.00331927
2015,10,0,0.00,115.696316,35.782817,1091.39,0.00000000
2015,10,1,67.67,115.695843,35.782344,897.03,-0.00230023
2015,10,2,135.35,115.695371,35.781872,1106.34,-0.00480031
2015,10,3,203.02,115.694699,35.781739,1031.59,-0.00500016
2015,100,0,0.00,115.731350,35.828901,418.61,0.00396853
2015,100,1,50.74,115.731705,35.828546,448.52,0.00418426
2015,100,2,101.48,115.732159,35.828362,508.32,0.00439999
2015,101,0,0.00,115.731350,35.828901,418.61,0.00535218
2015,101,1,62.91,115.730911,35.829341,553.17,0.00555180
2015,101,2,125.83,115.730272,35.829440,388.71,0.00575142
2015,102,0,0.00,115.756683,35.834021,299.01,0.00136209
2015,102,1,90.71,115.757222,35.834683,299.01,0.00103075
2015,102,2,181.42,115.757533,35.835410,299.01,0.00064298
2015,102,3,272.13,115.757958,35.836105,284.06,-0.00069565
2015,102,4,362.84,115.758174,35.836860,299.01,-0.00116294
2015,102,5,453.55,115.758839,35.837343,299.01,0.00023927
2015,102,6,544.26,115.759108,35.838083,313.96,-0.00079575
2015,102,7,634.97,115.759647,35.838603,343.86,-0.00241808
2015,103,0,0.00,115.756683,35.834021,717.63,-0.00000000
2015,103,1,57.84,115.756279,35.834426,702.67,-0.00000000
2015,103,2,115.69,115.755874,35.834830,642.87,-0.00000000
2015,105,0,0.00,115.624900,35.737812,448.52,0.00025199
2015,105,1,98.79,115.624111,35.737292,478.42,0.00000000
2015,105,2,197.57,115.623344,35.736734,478.42,0.00000000
2015,105,3,296.36,115.622532,35.736252,463.47,0.00031186
2015,105,4,395.14,115.621788,35.735656,418.61,-0.00038243
2015,105,5,493.93,115.621010,35.735117,448.52,-0.00063323
2015,105,6,592.71,115.620165,35.734693,418.61,0.00025644
2015,105,7,691.50,115.619375,35.734174,448.52,-0.00000000
2015,105,8,790.29,115.618586,35.733654,403.66,-0.00057369
2015,105,9,889.07,115.617741,35.733230,388.71,0.00044737
2015,105,10,987.86,115.616909,35.732785,418.61,0.00111784
2015,105,11,1086.64,115.616185,35.732152,403.66,-0.00050258
2015,105,12,1185.43,115.615429,35.731575,388.71,-0.00054415
2015,105,13,1284.22,115.614541,35.731225,373.76,0.00142614
2015,105,14,1383.00,115.613851,35.730535,388.71,0.00209912
2015,106,0,0.00,115.759647,35.838603,358.81,-0.00211853
2015,106,1,98.36,115.759708,35.839472,328.91,-0.00160798
2015,106,2,196.73,115.760186,35.840220,328.91,0.00000000
2015,106,3,295.09,115.760456,35.841028,313.96,0.00054871
2015,106,4,393.46,115.760725,35.841837,328.91,0.00000000
2015,107,0,0.00,115.759647,35.838603,672.77,0.00356842
2015,107,1,94.36,115.760307,35.837943,1315.65,0.00370154
2015,107,2,188.73,115.761264,35.837794,807.33,0.00383466
2015,108,0,0.00,115.613851,35.730535,1779.11,0.00437820
2015,108,1,90.10,115.613169,35.731074,732.58,0.00558955
2015,108,2,180.21,115.612173,35.731074,284.06,0.00716055
2015,108,3,270.31,115.611425,35.730730,269.11,0.00578417
2015,108,4,360.41,115.611156,35.729996,343.86,0.00404813
2015,109,0,0.00,115.613851,35.730535,388.71,-0.00213029
2015,109,1,93.92,115.613312,35.729845,269.11,-0.00288055
2015,109,2,187.84,115.612576,35.729457,269.11,-0.00236766
2015,109,3,281.75,115.611695,35.729188,254.16,-0.00110452
2015,11,0,0.00,115.694160,35.792250,1300.70,0.00354570
2015,11,1,89.14,115.695146,35.792250,1315.65,0.00842180
2015,11,2,178.28,115.695777,35.792680,343.86,0.01038206
2015,11,3,267.42,115.695238,35.793328,448.52,0.00746623
2015,110,0,0.00,115.760725,35.841837,612.97,-0.00000000
2015,110,1,82.43,115.760149,35.842413,553.17,-0.00182387
2015,110,2,164.86,115.759573,35.842989,418.61,-0.00545736
2015,110,3,247.29,115.759550,35.843625,284.06,-0.00498379
2015,110,4,329.73,115.759917,35.844262,358.81,-0.00270060
2015,111,0,0.00,115.760725,35.841837,373.76,0.00280575
2015,111,1,98.36,115.761264,35.842567,373.76,0.00275002
2015,111,2,196.73,115.761264,35.843454,299.01,0.00269428
2015,112,0,0.00,115.611156,35.729996,478.42,0.00910283
2015,112,1,50.77,115.610702,35.730181,343.86,0.01014036
2015,112,2,101.54,115.610347,35.729996,269.11,0.01117789
2015,113,0,0.00,115.611156,35.729996,807.33,0.00369050
2015,113,1,53.53,115.611321,35.729562,1031.59,0.00358385
2015,113,2,107.06,115.611695,35.729188,1794.06,0.00347721
2015,115,0,0.00,115.611695,35.729188,269.11,-0.01069416
2015,115,1,31.48,115.611475,35.728968,224.26,-0.01109193
2015,115,2,62.96,115.611156,35.728918,299.01,-0.01148970
2015,116,0,0.00,115.759917,35.844262,807.33,-0.00339507
2015,116,1,82.19,115.760690,35.844028,852.18,-0.00323294
2015,116,2,164.37,115.761264,35.843454,538.22,-0.00307081
2015,117,0,0.00,115.759917,35.844262,343.86,0.00000000
2015,117,1,74.76,115.759917,35.844936,269.11,0.00000000
2015,117,2,149.51,115.759917,35.845610,343.86,0.00000000
2015,118,0,0.00,115.761264,35.843454,403.66,0.00504290
2015,118,1,79.86,115.761803,35.843876,343.86,0.00403725
2015,118,2,159.72,115.761853,35.844581,254.16,0.00271131
2015,118,3,239.58,115.762073,35.845237,343.86,0.00306327
2015,118,4,319.44,115.761803,35.845879,388.71,0.00373554
2015,12,0,0.00,115.694160,35.792250,463.47,-0.00278620
2015,12,1,84.99,115.694545,35.792904,583.07,-0.00282592
2015,12,2,169.97,115.695238,35.793328,717.63,-0.00286564
2015,120,0,0.00,115.610347,35.729996,702.67,0.00196733
2015,120,1,72.82,115.610647,35.729427,956.83,0.00191188
2015,120,2,145.65,115.611156,35.728918,1794.06,0.00185643
2015,121,0,0.00,115.610347,35.729996,284.06,0.00000000
2015,121,1,87.34,115.609539,35.729727,239.21,0.00000000
2015,121,2,174.69,115.608730,35.729457,239.21,0.00000000
2015,122,0,0.00,115.611156,35.728918,358.81,-0.00330790
2015,122,1,96.13,115.610902,35.728126,269.11,-0.00394857
2015,122,2,192.25,115.610132,35.727625,239.21,-0.00229462
2015,122,3,288.38,115.609262,35.727294,269.11,-0.00062405
2015,122,4,384.50,115.608491,35.726793,269.11,-0.00096331
2015,122,5,480.63,115.607522,35.726632,269.11,0.00062405
2015,122,6,576.75,115.606698,35.726223,299.01,0.00087804
2015,122,7,672.88,115.605882,35.725800,269.11,0.00000000
2015,122,8,769.00,115.605044,35.725415,299.01,-0.00000000
2015,122,9,865.13,115.604241,35.724968,254.16,-0.00000000
2015,122,10,961.26,115.603390,35.724606,269.11,-0.00002774
2015,122,11,1057.38,115.602601,35.724136,224.26,-0.00082146
2015,122,12,1153.51,115.601731,35.723806,179.41,-0.00113405
2015,122,13,1249.63,115.600830,35.723528,149.51,-0.00120716
2015,122,14,1345.76,115.599892,35.723314,194.36,-0.00060465
2015,122,15,1441.88,115.598862,35.723259,179.41,-0.00048273
2015,122,16,1538.01,115.597954,35.722993,164.46,-0.00189677
